1980	1	1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	1	2	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0.2	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	1	3	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	1	4	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.8	0	0	0	0	0	0	0.6	0	0.2	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.1	0	0	0	0.2	0	0	0.6	0.3	0	0	0	3.5	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.3	0.4	4.5	0	0.8	0.2	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4
1980	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.1	0	0.8	0	0	0.8	0	0.1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0.9	0	0	0.3	1.1	0	0	0.4	1.4	5.5	7.2	0.6	4.4	0	0.8	0	7.7	0.3	2	1.7	0	0.8	0.5	0	0	0	0	0	0	8.8	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0
1980	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.6	0	0.2	0	0	0.2	0	0	0	0	0	0.1	0	0	0	0	0.9	0.5	0.8	0.1	0.6	0	0	0	0	0.4	0	0.8	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1.6	1	1.2	1.2	0	0	0.1	0	0	0.4	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.4	0	3.6	1.2	1.9	0	3	0.3	2.3	0	0	0.1	0.4	5.4	0.4	0.4	0.2	0	1.5	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9
1980	1	7	0	0.5	0	0	0	0	0.3	0	0	0	0	0	0	0	0	1.3	2	3.9	0	0	0.7	6.3	0	0.2	0	0	0	1.1	0.6	0	0	0	0	5.5	4.3	2.6	0	1	0	0	0	0	0	0	14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.2	0	0	0	0	0.4	1.8	2.5	1.4	0	0	0.8	0	0	3	3.8	1.3	1	1.7	0	0	3.8	0	0	1.6	2	16.8	12.9	6.4	1.7	2.5	5.6	4.1	16.2	4.9	4.7	15	0.3	17.9	11.1	17.8	2.1	3	6.4	12	1	0	0	0	0	0	0	0	0	1.6	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	1	8	0.7	4	1	2.3	2.9	1	1.4	1.2	6.1	0	0	0	0	0	0	0	0	2.6	3.9	0	0	0.9	0	0	0	0	0	0.3	0.2	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	5.4	0.3	3.4	10.6	6.7	6.6	0.7	32.5	13.7	0.2	0	0	2.2	0	2.7	2	0	0	0	0	0	0	0	0	1.3	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
1980	1	9	0	0.1	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.9	0.3	6.9	0	0.4	9.6	0	3.4	1.3	12.7	1.6	1.5	39.5	2.5	1.7	0.2	2.7	0.9	1	0	0	3.4	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0.4	0	3.3	0.7	0.6	3	2.2	2.6	0.2	0.1	0	0	0.2	0	0	0	0.1	0	0	0	0.1	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.2	0	0	0	0
