UNK	-0.170850649476	0.32925799489	-0.245619103312	0.809890568256	0.614761412144	-0.517235696316	0.776427745819	-0.153671294451	0.883844733238	-0.062680028379	0.334450364113	-0.440319269896	-1.47324752808	-0.602861106396	-0.0399580188096	0.204647511244	0.443116813898	-1.03534913063	-0.162440568209	-1.57709300518
231152/S/VP/VBN	-0.150937601924	0.166860163212	-0.0661219805479	-0.806015133858	-0.663620948792	0.586140871048	0.428204745054	1.25638520718	-0.36536604166	-0.581166565418	0.307079315186	-1.17349565029	0.107570394874	0.503778398037	0.57371455431	-0.675902664661	-0.69668930769	-0.109236843884	-0.0192752331495	0.316974848509
231156/NP/NP/NN	0.0551437102258	-0.201420620084	-0.0121653713286	-0.0936503708363	-0.322707414627	0.386079758406	0.996419489384	-0.0824480131269	-0.856351017952	-0.46044921875	0.00773785356432	-0.286820292473	0.613265216351	0.0928889960051	-0.0661041513085	-0.049523614347	0.173802405596	0.444536358118	0.0206017289311	-0.00235931924544
231033/PP/IN	-0.264727324247	-0.264794647694	-0.0755392611027	-0.504571676254	0.222800076008	0.253472626209	0.827062666416	0.0622955784202	-1.06165277958	-0.613411009312	0.229362636805	-0.465216487646	0.630052149296	0.444718152285	0.0324014015496	-0.29807344079	0.0273389443755	0.405796259642	-0.158764705062	0.161093875766
246768/NP/NN	-0.37066411972	-0.488049447536	-0.182611316442	0.181149795651	0.562691867352	-0.0263564027846	0.493299424648	-0.0866898074746	-0.147220730782	-0.306765347719	0.578663706779	-0.899468421936	0.775669872761	-0.688267886639	-0.0235343128443	-0.391076028347	-0.376607686281	-0.0898873433471	-0.546299993992	-0.55083990097
231030/NP/POS	-0.131753414869	-0.128928244114	-0.120424620807	0.406151324511	0.733990609646	-0.373497396708	0.218099325895	-0.315029650927	0.217869460583	-0.261634975672	0.997573375702	-0.531294882298	0.163101583719	-0.990996003151	0.0247912444174	-0.117372959852	-0.0397687405348	-0.352124512196	-0.487918257713	-0.839869737625
231032/NNP	-1.76135647297	0.143774300814	0.6828520298	0.992601037025	-0.754022657871	-0.633260309696	0.757937610149	-1.89824187756	-0.370954424143	2.21208047867	0.682380139828	0.35204783082	-1.31509268284	-2.11411309242	-0.869870364666	0.0870016440749	1.9018856287	-1.49324941635	0.448917269707	-0.127397164702
231032/NN	-1.3510427475	-0.493252724409	0.820058643818	2.22788739204	-1.91718363762	-0.0448290705681	-0.458793669939	-1.62052345276	0.424565404654	1.14043414593	0.339641392231	-0.438152194023	-0.8478089571	-2.2319419384	-0.661611557007	0.369653910398	1.21172595024	0.658428370953	-0.711003363132	0.683923244476
231031/VP/VBD	-0.277964740992	0.312568366528	-0.674093127251	-0.0942328497767	-0.455055326223	-0.214428424835	0.612269103527	1.56824839115	0.807632148266	-0.645185470581	0.245490208268	-0.743501961231	-0.562156558037	0.348041683435	1.11460828781	-0.0564165972173	-0.338361680508	-0.23818898201	0.238821223378	0.71183770895
231159/ADVP/RB	-0.24753177166	-0.509894251823	-0.683687746525	-0.670227706432	-0.561652362347	0.817837238312	0.110267266631	0.41276550293	0.654500305653	-1.36519956589	0.0619337260723	0.212282672524	0.660975217819	0.689281523228	0.069903306663	-0.0973379909992	-0.627285838127	-0.523791074753	-0.0318109765649	0.358211278915
